Text,polarity,Emotion
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",positive,Joy
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",positive,Joy
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",positive,Joy
The food is prepared quickly and efficiently.,positive,Joy
"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",positive,Anger
"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",positive,Anger
The food looked very appetizing and delicious since it came on a variety of fancy plates.,positive,Joy
The food looked very appetizing and delicious since it came on a variety of fancy plates.,positive,Joy
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,positive,Joy
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,positive,Joy
"The food is terrible and overall, I would have to say avoid at all costs.",negative,Anger
"Unfortunately, the food was NOT something to get worked up about.",negative,Surprise
"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",positive,Surprise
I had Filet Mignon with garlic mash.,neutral,Anger
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",positive,Joy
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",positive,Joy
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",positive,Joy
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",positive,Joy
"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",positive,Joy
"=P829- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be C827 that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",positive,Joy
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",positive,Joy
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",neutral,Joy
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",neutral,Joy
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",neutral,Joy
"Yes, the prices are high, but I felt it was worth it.",conflict,Disgust
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",positive,Disgust
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",positive,Disgust
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",positive,Disgust
"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",positive,Joy
"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",neutral,Joy
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",positive,Joy
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",positive,Joy
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",neutral,Joy
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",positive,Joy
The owner truly caters to all your needs.,positive,Joy
He takes real pride in his food and his business.,positive,Joy
"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",positive,Joy
"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",positive,Joy
"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",positive,Joy
"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",positive,Joy
"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",positive,Joy
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",positive,Joy
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",neutral,Joy
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",neutral,Joy
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",neutral,Joy
I cannot imagine better Indian food in all of the city.,positive,Surprise
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,positive,Joy
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,positive,Joy
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,positive,Joy
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,negative,Surprise
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,neutral,Surprise
very good breads as well.,positive,Joy
"if this happens, just ask for real naan.",neutral,Surprise
We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,negative,Disgust
We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,positive,Disgust
"Pizza is terrific, as is homemade pasta.",positive,Joy
"Pizza is terrific, as is homemade pasta.",positive,Joy
This is a wonderful place on all stand points especially value ofr money.,positive,Joy
Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,positive,Surprise
Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,positive,Surprise
"Service is not exactly five star, but thats not really a big deal.",conflict,Disgust
There are other people waiting!,negative,Anger
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",positive,Joy
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",positive,Joy
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",positive,Joy
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",positive,Joy
Consistently good Japanese Tapas.,positive,Joy
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",positive,Joy
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",positive,Joy
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",positive,Joy
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",positive,Joy
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",positive,Joy
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",positive,Joy
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",positive,Joy
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",positive,Joy
The food is reliable and the price is moderate.,positive,Joy
The food is reliable and the price is moderate.,neutral,Joy
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",positive,Joy
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",positive,Joy
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",negative,Disgust
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",negative,Disgust
The server was really cool and served us our food and drinks with a smile.,positive,Joy
The server was really cool and served us our food and drinks with a smile.,neutral,Joy
The server was really cool and served us our food and drinks with a smile.,neutral,Joy
The server was really cool and served us our food and drinks with a smile.,positive,Joy
We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,neutral,Anger
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",positive,Joy
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",positive,Joy
"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",negative,Joy
I had to share my table with a loud group of kids and the service was rude an unattentive.,negative,Anger
I had to share my table with a loud group of kids and the service was rude an unattentive.,negative,Anger
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,positive,Joy
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,positive,Joy
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,positive,Joy
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",positive,Joy
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",positive,Joy
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",positive,Joy
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",positive,Joy
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",positive,Joy
We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,neutral,Joy
The food is usually good but it certainly isn't a relaxing place to go.,positive,Disgust
The food is usually good but it certainly isn't a relaxing place to go.,negative,Disgust
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",positive,Joy
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",positive,Joy
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",positive,Joy
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",positive,Joy
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",positive,Joy
The prices were fantastic.,positive,Joy
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",conflict,Disgust
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",positive,Disgust
"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.",conflict,Disgust
"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.",neutral,Disgust
"It's not mind-blowing, but to me, thai food never is and never will be.",neutral,Anger
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",positive,Joy
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",negative,Joy
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",negative,Joy
"i've been to sapphire twice and both times the food was fine, if not good.",positive,Joy
It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,negative,Disgust
It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,positive,Disgust
It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,positive,Joy
I love the fact that the pizza tastes so good and is so cheap.,positive,Joy
Nicky the Nose at the bar is a treat.,neutral,Anger
"Service was prompt, friendly and great.",positive,Joy
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",positive,Joy
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",positive,Joy
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",positive,Joy
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",positive,Joy
The sushi was awful!,negative,Joy
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,positive,Joy
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,conflict,Joy
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,positive,Joy
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",positive,Joy
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",positive,Joy
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",positive,Joy
The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,negative,Anger
The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,neutral,Anger
The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,positive,Anger
"Late nite omelletes are not good here, there is no variety!",negative,Disgust
"After all that, they complained to me about the small tip.",negative,Disgust
It's a great place to pick up a cheap lunch or dinner.,positive,Joy
It's a great place to pick up a cheap lunch or dinner.,positive,Joy
"Behind this counter, two men are squeezed in.",negative,Disgust
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",positive,Joy
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",positive,Joy
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",positive,Joy
"Our waitress was sweet and accomodating, not overbearing.",positive,Joy
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,neutral,Disgust
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,negative,Disgust
I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,negative,Anger
The website and rating makes this place look wonderful but in reality it was very disappointing.,conflict,Anger
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",negative,Joy
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",positive,Joy
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,positive,Joy
"A large is $20, and toppings are about $3 each.",neutral,Anger
brick oven gallery is My pick for best pizza restaurant anywhere.,positive,Joy
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,positive,Joy
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,positive,Joy
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,positive,Joy
"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",negative,Fear
"Growing up in NY, I have eaten my share of bagels.",neutral,Anger
"Oh, don't even let me start with how expensive the bills were!",negative,Disgust
The scallion pancakes and fried dumplings were nothing out of the ordinary.,neutral,Disgust
The scallion pancakes and fried dumplings were nothing out of the ordinary.,neutral,Disgust
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",positive,Joy
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",positive,Joy
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",positive,Joy
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",positive,Joy
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",negative,Disgust
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",negative,Disgust
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",negative,Disgust
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",negative,Disgust
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",negative,Disgust
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",negative,Disgust
Service is top notch.,positive,Anger
The food now is inconsistent.,negative,Anger
"You can also special order any kind of dumpling,etc.",positive,Joy
I was pretty much full after our fondue appetizer.,neutral,Joy
BE CAREFUL before you request extra spice.,neutral,Fear
The octopus eaters were floored by the Octopus salad.,positive,Disgust
We thought that this place is using too much of MSG cooking in the foods.,negative,Fear
We thought that this place is using too much of MSG cooking in the foods.,negative,Fear
And the Tom Kha soup was pathetic.,negative,Disgust
I started out with a Bombay beer which was big enough for two.,positive,Joy
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",positive,Joy
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",positive,Joy
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",positive,Joy
Service was quick.,positive,Joy
Drawbacks: service is slow and they don't toast!,negative,Disgust
Went there for an office lunch.,neutral,Anger
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,positive,Joy
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,positive,Joy
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,positive,Joy
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,negative,Joy
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",positive,Joy
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",positive,Joy
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",positive,Joy
The best thing I tasted were the lambchops.,positive,Joy
The spicy tuna and salmon are the best we've ever had.,positive,Joy
The spicy tuna and salmon are the best we've ever had.,positive,Joy
"Even though its good seafood, the prices are too high.",positive,Disgust
"Even though its good seafood, the prices are too high.",negative,Disgust
"In addition, the food is very good and the prices are reasonable.",positive,Joy
"In addition, the food is very good and the prices are reasonable.",positive,Joy
"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",positive,Joy
"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",positive,Joy
Been going here since it opened have seen the quality value decrease considerably.,negative,Disgust
"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",neutral,Surprise
"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",positive,Surprise
Reasonable prices.,positive,Joy
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,positive,Joy
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,positive,Joy
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,positive,Joy
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,positive,Joy
"Try the crunchy tuna, it is to die for.",positive,Joy
It won't break the bank but I also wouldnt come back for the food.,negative,Disgust
"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",positive,Joy
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,positive,Joy
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,positive,Joy
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",positive,Joy
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",positive,Joy
"No refills on fountain drinks, though.",negative,Disgust
Wow over 100 beers to choose from.,positive,Joy
Be careful of portions - they're HUGE.,positive,Fear
"The Steak Tartare is a great bet, they fix it for you at the table.",positive,Disgust
My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,negative,Disgust
Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,positive,Joy
Did I mention the wine?,neutral,Anger
"Plus, on Wednesday nights the house wine is unlimited!",positive,Surprise
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,negative,Joy
The dim sum servings here are a bit larger than I'm used to.,neutral,Anger
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",neutral,Joy
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",positive,Joy
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",negative,Joy
We won't go to this place again for a good meal.,negative,Disgust
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",positive,Joy
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",negative,Joy
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",conflict,Joy
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",negative,Joy
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",negative,Joy
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",negative,Joy
"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",positive,Joy
"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",neutral,Joy
Taj Mahal offeres gret value and great food.,positive,Joy
Taj Mahal offeres gret value and great food.,positive,Joy
Has the chef and owner changed???,neutral,Anger
Has the chef and owner changed???,neutral,Anger
My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,positive,Joy
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",negative,Fear
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",negative,Fear
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",negative,Fear
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",negative,Fear
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",negative,Fear
"Outstanding Bagels, but you get what you pay for.",positive,Joy
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",positive,Joy
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",positive,Joy
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",positive,Joy
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",neutral,Joy
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",positive,Joy
"I found it on a cold night, the perfect spot to warm up.",positive,Joy
They even have a section in the menu called American Chinese food!,negative,Surprise
They even have a section in the menu called American Chinese food!,negative,Surprise
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",positive,Joy
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",positive,Joy
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",positive,Joy
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",positive,Joy
kalbi and nebbiolo do work together.,neutral,Anger
kalbi and nebbiolo do work together.,neutral,Anger
"Best Italian food I ever had (and being Italian, that means alot).",positive,Joy
I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,positive,Joy
Located at the end of a magnificent block.,positive,Joy
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",positive,Joy
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",neutral,Joy
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",negative,Joy
They don't walk around with the trays of Dim Sum.,neutral,Disgust
"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",positive,Joy
"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",positive,Joy
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,neutral,Surprise
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,negative,Surprise
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,neutral,Surprise
I really loved the different and inovated touch that's the cheff gives to the food.,positive,Joy
I really loved the different and inovated touch that's the cheff gives to the food.,positive,Joy
They came out over cooked and the cheese was almost non existant.,negative,Anger
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",positive,Joy
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",positive,Joy
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",positive,Joy
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",negative,Joy
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",positive,Joy
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",neutral,Joy
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",negative,Sadness
"The food is good, especially their more basic dishes, and the drinks are delicious.",positive,Joy
"The food is good, especially their more basic dishes, and the drinks are delicious.",positive,Joy
"The food is good, especially their more basic dishes, and the drinks are delicious.",positive,Joy
But the main hit was the whole grilled fish.,positive,Anger
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",positive,Anger
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",positive,Anger
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",positive,Anger
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",positive,Anger
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",positive,Anger
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",positive,Anger
On a hot day it was fabulous to stop in and enjoy lunch.,positive,Joy
